road,id,model_type,name,lat,lon,length
N1,1000668,bridge,bridge 340,22.2058889,92.0371386,0.012
N1,1000669,link,link 329,22.2054167,92.0380274,0.105
N1,1000670,link,link 330,22.1977774,92.0433886,1.094
N1,1000671,link,link 331,22.1917219,92.0453608,0.7
N1,1000672,link,link 332,22.1897497,92.046583,0.313
N1,1000673,link,link 333,22.1822771,92.0513889,1.013
N1,1000674,bridge,bridge 341,22.1750827,92.0528611,0.821
N1,1000675,link,link 334,22.1735827,92.0534167,0.179
N1,1000676,link,link 335,22.1652222,92.0548889,1.0
N1,1000677,link,link 336,22.1629722,92.0641944,1.0
N1,1000678,bridge,bridge 342,22.1596667,92.0674716,0.515
N1,1000679,bridge,bridge 343,22.1580556,92.0686104,0.217
N1,1000680,link,link 337,22.156,92.0701104,0.268
N1,1000681,bridge,bridge 344,22.1509722,92.0696938,0.664
N1,1000682,bridge,bridge 345,22.1508889,92.069666,0.009
N1,1000683,link,link 338,22.1491386,92.0696104,0.206
N1,1000684,link,link 339,22.1406663,92.0697771,0.951
N1,1000685,bridge,bridge 346,22.1379163,92.0698882,0.303
N1,1000686,bridge,bridge 347,22.1334441,92.0700827,0.501
N1,1000687,link,link 340,22.1320549,92.0701938,0.161
N1,1000688,bridge,bridge 348,22.1308049,92.070416,0.119
N1,1000689,bridge,bridge 349,22.1304716,92.0704993,0.061
N1,1000690,bridge,bridge 350,22.1285271,92.0708604,0.224
N1,1000691,bridge,bridge 351,22.1282771,92.070916,0.031
N1,1000692,link,link 341,22.1240271,92.0715827,0.485
N1,1000693,bridge,bridge 352,22.123666,92.0716382,0.01
N1,1000694,bridge,bridge 353,22.1208049,92.0719438,0.389
N1,1000695,link,link 342,22.1151944,92.072416,0.601
N1,1000696,bridge,bridge 354,22.1133056,92.0726938,0.282
N1,1000697,link,link 343,22.1062222,92.0738049,0.718
N1,1000698,link,link 344,22.1021667,92.0740549,0.558
N1,1000699,bridge,bridge 355,22.0993052,92.0743604,0.112
N1,1000700,link,link 345,22.0977497,92.0750271,0.25
N1,1000701,link,link 346,22.097583,92.0752216,0.03
N1,1000702,bridge,bridge 356,22.0942219,92.0798604,0.612
N1,1000703,link,link 347,22.092833,92.0812493,0.222
N1,1000704,link,link 348,22.0876941,92.088583,0.956
N1,1000705,bridge,bridge 357,22.0844441,92.0924997,0.546
N1,1000706,link,link 349,22.0826104,92.0958886,0.418
N1,1000707,bridge,bridge 358,22.081166,92.0982774,0.3
N1,1000708,link,link 350,22.0752216,92.1001944,0.7
N1,1000709,bridge,bridge 359,22.0699438,92.1038333,0.704
N1,1000710,bridge,bridge 360,22.0698049,92.104,0.033
N1,1000711,link,link 351,22.0686938,92.10525,0.177
N1,1000712,bridge,bridge 361,22.0641667,92.107,0.566
N1,1000713,bridge,bridge 362,22.0638611,92.1070833,0.045
N1,1000714,bridge,bridge 363,22.0605556,92.1078056,0.38
N1,1000715,link,link 352,22.0604722,92.1078611,0.009
N1,1000716,bridge,bridge 364,22.0568611,92.1090833,0.423
N1,1000717,bridge,bridge 365,22.0522778,92.1091111,0.515
N1,1000718,link,link 353,22.0516944,92.1090278,0.062
N1,1000719,bridge,bridge 366,22.0486386,92.1082222,0.33
N1,1000720,link,link 354,22.0449719,92.1078333,0.439
N1,1000721,bridge,bridge 367,22.0443052,92.1073056,0.095
N1,1000722,link,link 355,22.0434441,92.1063056,0.136
N1,1000723,bridge,bridge 368,22.0379163,92.104,0.695
N1,1000724,link,link 356,22.037083,92.1039722,0.097
N1,1000725,bridge,bridge 369,22.0320827,92.1041667,0.567
N1,1000726,bridge,bridge 370,22.028916,92.1035556,0.378
N1,1000727,link,link 357,22.0284438,92.1032778,0.055
N1,1000728,bridge,bridge 371,22.0283327,92.1031944,0.019
N1,1000729,link,link 358,22.020666,92.1015556,0.899
N1,1000730,bridge,bridge 372,22.0205549,92.1015,0.014
N1,1000731,link,link 359,22.0153056,92.094833,0.923
N1,1000732,bridge,bridge 373,22.0077222,92.0927497,0.93
N1,1000733,link,link 360,22.0074167,92.0924997,0.049
N1,1000734,bridge,bridge 374,22.0039167,92.0904163,0.465
N1,1000735,bridge,bridge 375,21.9999441,92.0880274,0.54
N1,1000736,link,link 361,21.999833,92.0879997,0.016
N1,1000737,bridge,bridge 376,21.9951108,92.0873608,0.547
N1,1000738,bridge,bridge 377,21.9950552,92.0872774,0.017
N1,1000739,bridge,bridge 378,21.9913886,92.086083,0.434
N1,1000740,bridge,bridge 379,21.9908886,92.0859163,0.06
N1,1000741,link,link 362,21.9907219,92.0858608,0.019
N1,1000742,bridge,bridge 380,21.9893886,92.085333,0.16
N1,1000743,bridge,bridge 381,21.9862219,92.0835274,0.406
N1,1000744,bridge,bridge 382,21.9860552,92.0834441,0.024
N1,1000745,link,link 363,21.9829716,92.0817771,0.389
N1,1000746,bridge,bridge 383,21.9811104,92.0800271,0.265
N1,1000747,bridge,bridge 384,21.9810549,92.0799438,0.025
N1,1000748,bridge,bridge 385,21.9798882,92.0778327,0.254
N1,1000749,bridge,bridge 386,21.9789716,92.0747493,0.342
N1,1000750,link,link 364,21.9781104,92.0739993,0.133
N1,1000751,link,link 365,21.9729438,92.0670827,1.017
N1,1000752,link,link 366,21.9720827,92.0657222,0.171
N1,1000753,bridge,bridge 387,21.967666,92.0635,0.564
N1,1000754,link,link 367,21.9654167,92.0625556,0.265
N1,1000755,bridge,bridge 388,21.9620278,92.0633611,0.255
N1,1000756,bridge,bridge 389,21.9618611,92.0634444,0.021
N1,1000757,bridge,bridge 390,21.9590833,92.0653889,0.372
N1,1000758,link,link 368,21.9578333,92.0665833,0.352
N1,1000759,bridge,bridge 391,21.9569167,92.0673327,0.085
N1,1000760,bridge,bridge 392,21.9516111,92.0678604,0.521
N1,1000761,bridge,bridge 393,21.9514444,92.0678604,0.021
N1,1000762,link,link 369,21.9489441,92.0675271,0.303
N1,1000763,bridge,bridge 394,21.9446663,92.0668049,0.461
N1,1000764,link,link 370,21.940583,92.0643889,0.539
N1,1000765,bridge,bridge 395,21.9354441,92.0623056,0.615
N1,1000766,bridge,bridge 396,21.9333608,92.0614167,0.253
N1,1000767,link,link 371,21.9322216,92.06075,0.157
N1,1000768,bridge,bridge 397,21.931666,92.0603611,0.078
N1,1000769,bridge,bridge 398,21.9296104,92.0592778,0.264
N1,1000770,link,link 372,21.9235827,92.0585,0.673
N1,1000771,bridge,bridge 399,21.9177216,92.0597778,0.585
N1,1000772,bridge,bridge 400,21.9160833,92.0601389,0.303
N1,1000773,link,link 373,21.9148333,92.0604722,0.147
N1,1000774,bridge,bridge 401,21.9128611,92.0606667,0.223
N1,1000775,bridge,bridge 402,21.9083889,92.0605278,0.511
N1,1000776,link,link 374,21.9059444,92.0609167,0.27
N1,1000777,link,link 375,21.9031667,92.0611667,0.308
N1,1000778,link,link 376,21.8969997,92.0612222,0.565
N1,1000779,link,link 377,21.89646793301105,92.06108684571824,0.063
N1,1000780,bridge,bridge 403,21.8908886,92.0596667,0.661
N1,1000781,link,link 378,21.8883886,92.0600833,0.282
N1,1000782,bridge,bridge 404,21.8810271,92.0589722,0.833
N1,1000783,link,link 379,21.879416,92.0590833,0.179
N1,1000784,bridge,bridge 405,21.874916,92.0591111,0.508
N1,1000785,link,link 380,21.8704993,92.0591389,0.501
N1,1000786,bridge,bridge 406,21.8625,92.0595,0.907
N1,1000787,link,link 381,21.8616389,92.0596111,0.093
N1,1000788,bridge,bridge 407,21.8597222,92.0602778,0.222
N1,1000789,bridge,bridge 408,21.8592222,92.0604444,0.059
N1,1000790,link,link 382,21.85275,92.0609722,0.724
N1,1000791,bridge,bridge 409,21.8526111,92.0609722,0.021
N1,1000792,bridge,bridge 410,21.8505,92.0609444,0.229
N1,1000793,link,link 383,21.8441386,92.0628056,0.765
N1,1000794,bridge,bridge 411,21.842583,92.0638611,0.213
N1,1000795,bridge,bridge 412,21.8399719,92.0651389,0.322
N1,1000796,link,link 384,21.8363052,92.067416,0.482
N1,1000797,bridge,bridge 413,21.8336663,92.0684438,0.314
N1,1000798,link,link 385,21.8322216,92.0689993,0.171
N1,1000799,link,link 386,21.8280827,92.0712771,0.482
N1,1000800,bridge,bridge 414,21.8256938,92.0723882,0.294
N1,1000801,bridge,bridge 415,21.8252771,92.0725549,0.048
N1,1000802,bridge,bridge 416,21.8208882,92.0741104,0.517
N1,1000803,link,link 387,21.8195271,92.0741382,0.149
N1,1000804,bridge,bridge 417,21.8179716,92.073916,0.181
N1,1000805,link,link 388,21.8119444,92.0776382,0.831
N1,1000806,link,link 389,21.8045278,92.077166,0.844
N1,1000807,bridge,bridge 418,21.8031389,92.0772493,0.156
N1,1000808,bridge,bridge 419,21.8030278,92.0772771,0.015
N1,1000809,link,link 390,21.8029167,92.0772771,0.01
N1,1000810,link,link 391,21.7941941,92.0783882,0.993
N1,1000811,bridge,bridge 420,21.7873886,92.0788882,0.775
N1,1000812,bridge,bridge 421,21.7864997,92.0790271,0.1
N1,1000813,link,link 392,21.7853052,92.079166,0.138
N1,1000814,bridge,bridge 422,21.7836941,92.0792771,0.18
N1,1000815,link,link 393,21.7782493,92.0840552,0.819
N1,1000816,bridge,bridge 423,21.7776382,92.0843886,0.08
N1,1000817,bridge,bridge 424,21.7758049,92.0851108,0.225
N1,1000818,link,link 394,21.7737216,92.0840552,0.195
N1,1000819,bridge,bridge 425,21.7732771,92.0837219,0.135
N1,1000820,link,link 395,21.7713049,92.0818327,0.293
N1,1000821,bridge,bridge 426,21.7711938,92.0816382,0.024
N1,1000822,bridge,bridge 427,21.7693327,92.079416,0.311
N1,1000823,link,link 396,21.7664722,92.0767771,0.429
N1,1000824,link,link 397,21.7646389,92.075916,0.236
N1,1000825,link,link 398,21.7596389,92.0764993,0.575
N1,1000826,link,link 399,21.7546944,92.0770271,0.553
N1,1000827,link,link 400,21.7466386,92.080916,1.002
N1,1000828,bridge,bridge 428,21.7392497,92.0828604,0.865
N1,1000829,link,link 401,21.738083,92.0834163,0.141
N1,1000830,bridge,bridge 429,21.7376386,92.0834719,0.051
N1,1000831,bridge,bridge 430,21.7315827,92.0838052,0.68
N1,1000832,bridge,bridge 431,21.7299993,92.083833,0.181
N1,1000833,bridge,bridge 432,21.7296382,92.083833,0.039
N1,1000834,link,link 402,21.7290271,92.0838608,0.069
N1,1000835,bridge,bridge 433,21.7229438,92.0834719,0.689
N1,1000836,link,link 403,21.7215549,92.0830827,0.163
N1,1000837,link,link 404,21.7204716,92.0822493,0.148
N1,1000838,bridge,bridge 434,21.7169438,92.0824993,0.42
N1,1000839,link,link 405,21.7120833,92.0821104,0.613
N1,1000840,bridge,bridge 435,21.7080278,92.0800549,0.527
N1,1000841,link,link 406,21.7040556,92.0788604,0.489
N1,1000842,bridge,bridge 436,21.7013611,92.0783882,0.31
N1,1000843,link,link 407,21.6957497,92.0805827,0.698
N1,1000844,link,link 408,21.6868608,92.0800827,1.012
N1,1000845,link,link 409,21.678416,92.0770827,1.0
N1,1000846,bridge,bridge 437,21.6747493,92.0766104,0.417
N1,1000847,bridge,bridge 438,21.6742216,92.0765549,0.062
N1,1000848,bridge,bridge 439,21.6704438,92.0762771,0.423
N1,1000849,link,link 410,21.6695549,92.0760549,0.034
N1,1000850,link,link 411,21.6688327,92.0759438,0.096
N1,1000851,bridge,bridge 440,21.6618889,92.074916,0.766
N1,1000852,link,link 412,21.6606111,92.0750827,0.143
N1,1000853,bridge,bridge 441,21.6590556,92.0751382,0.176
N1,1000854,bridge,bridge 442,21.653,92.0751382,0.056
N1,1000855,link,link 413,21.6518056,92.0737771,0.784
N1,1000856,bridge,bridge 443,21.6497219,92.0733049,0.237
N1,1000857,bridge,bridge 444,21.6491941,92.0733049,0.062
N1,1000858,bridge,bridge 445,21.649083,92.0733049,0.018
N1,1000859,bridge,bridge 446,21.6468052,92.0733604,0.251
N1,1000860,link,link 414,21.6428608,92.0732216,0.447
N1,1000861,link,link 415,21.634833,92.0770271,1.018
N1,1000862,link,link 416,21.6259716,92.0773882,1.028
N1,1000863,bridge,bridge 447,21.6213604,92.0724438,0.734
N1,1000864,link,link 417,21.6197771,92.0705271,0.266
N1,1000865,bridge,bridge 448,21.617166,92.0679993,0.399
N1,1000866,bridge,bridge 449,21.6167771,92.0678049,0.051
N1,1000867,link,link 418,21.6150556,92.0667771,0.059
N1,1000868,link,link 419,21.61225,92.0652222,0.115
N1,1000869,bridge,bridge 450,21.610086825,92.06399479375,0.14
N1,1000870,bridge,bridge 451,21.6073056,92.0624167,0.18
N1,1000871,link,link 420,21.6039167,92.0619444,0.797
N1,1000872,bridge,bridge 452,21.603029505025123,92.061920540201,0.057
N1,1000873,bridge,bridge 453,21.5977219,92.0617778,0.341
N1,1000874,link,link 421,21.5951108,92.0611944,0.602
N1,1000875,bridge,bridge 454,21.59379884019608,92.06161870980392,0.082
N1,1000876,bridge,bridge 455,21.588583,92.0633056,0.326
N1,1000877,link,link 422,21.5875274,92.0650278,0.504
N1,1000878,bridge,bridge 456,21.5861941,92.0650278,0.1
N1,1000879,bridge,bridge 457,21.584833,92.0652222,0.168
N1,1000880,link,link 423,21.5791938,92.0668049,0.731
N1,1000881,bridge,bridge 458,21.5769993,92.0697216,0.129
N1,1000882,link,link 424,21.5717216,92.0718049,0.841
N1,1000883,bridge,bridge 459,21.564,92.0702493,0.694
N1,1000884,link,link 425,21.5629444,92.0700271,0.326
N1,1000885,bridge,bridge 460,21.5618056,92.0696382,0.135
N1,1000886,bridge,bridge 461,21.5608333,92.0692771,0.121
N1,1000887,link,link 426,21.5555,92.0679716,0.746
N1,1000888,bridge,bridge 462,21.5553056,92.067916,0.196
N1,1000889,bridge,bridge 463,21.5548889,92.0678049,0.052
N1,1000890,bridge,bridge 464,21.5484719,92.0670827,0.423
N1,1000891,bridge,bridge 465,21.548083,92.0670271,0.046
N1,1000892,link,link 427,21.546583,92.0668327,0.183
N1,1000893,link,link 428,21.538333,92.0639722,0.887
N1,1000894,link,link 429,21.5294993,92.0650278,1.016
N1,1000895,bridge,bridge 466,21.5283049,92.0650833,0.033
N1,1000896,bridge,bridge 467,21.5264716,92.0651944,0.212
N1,1000897,bridge,bridge 468,21.5234716,92.0656111,0.344
N1,1000898,bridge,bridge 469,21.5233049,92.0656389,0.02
N1,1000899,bridge,bridge 470,21.5220827,92.0658611,0.139
N1,1000900,link,link 430,21.520666,92.0661667,0.162
N1,1000901,bridge,bridge 471,21.5161111,92.068166,0.555
N1,1000902,bridge,bridge 472,21.5126944,92.0698604,0.424
N1,1000903,link,link 431,21.5125556,92.0699438,0.027
N1,1000904,bridge,bridge 473,21.5083889,92.0717493,0.512
N1,1000905,bridge,bridge 474,21.5069722,92.072916,0.204
N1,1000906,link,link 432,21.505,92.0745549,0.284
N1,1000907,bridge,bridge 475,21.4974719,92.0765549,0.911
N1,1000908,link,link 433,21.4968608,92.0769438,0.089
N1,1000909,bridge,bridge 476,21.4964441,92.077166,0.048
N1,1000910,link,link 434,21.4901941,92.0818049,0.905
N1,1000911,link,link 435,21.4870274,92.0898052,0.986
N1,1000912,bridge,bridge 477,21.4851386,92.091333,0.274
N1,1000913,link,link 436,21.4793604,92.0938886,0.7
N1,1000914,bridge,bridge 478,21.4767771,92.0957497,0.358
N1,1000915,bridge,bridge 479,21.4750549,92.0971663,0.25
N1,1000916,link,link 437,21.4713604,92.0997497,0.522
N1,1000917,bridge,bridge 480,21.4712216,92.0998886,0.021
N1,1000918,bridge,bridge 481,21.4708049,92.1002222,0.059
N1,1000919,bridge,bridge 482,21.4667216,92.1025,0.534
N1,1000920,link,link 438,21.4635833,92.1029167,0.367
N1,1000921,link,link 439,21.4564722,92.1038056,0.969
N1,1000922,bridge,bridge 483,21.4545,92.10075,0.38
N1,1000923,bridge,bridge 484,21.4512778,92.0994441,0.422
N1,1000924,link,link 440,21.4496108,92.0994997,0.222
N1,1000925,link,link 441,21.4494719,92.0995274,0.057
N1,1000926,bridge,bridge 485,21.443833,92.1014167,0.598
N1,1000927,bridge,bridge 486,21.4421663,92.1008611,0.224
N1,1000928,bridge,bridge 487,21.4417497,92.1006667,0.056
N1,1000929,link,link 442,21.4413608,92.1003611,0.062
N1,1000930,bridge,bridge 488,21.4375552,92.0984997,0.467
N1,1000931,bridge,bridge 489,21.434583,92.0973886,0.344
N1,1000932,link,link 443,21.4334441,92.0969997,0.149
N1,1000933,bridge,bridge 490,21.4310271,92.0961941,0.285
N1,1000934,bridge,bridge 491,21.4290271,92.0954997,0.229
N1,1000935,link,link 444,21.4284993,92.0951941,0.079
N1,1000936,bridge,bridge 492,21.4283604,92.0941663,0.113
N1,1000937,link,link 445,21.4281104,92.0914719,0.284
N1,1000938,bridge,bridge 493,21.427916,92.0896108,0.191
N1,1000939,bridge,bridge 494,21.4278882,92.0893886,0.025
N1,1000940,bridge,bridge 495,21.4271104,92.084083,0.561
N1,1000941,link,link 446,21.4269716,92.0821104,0.207
N1,1000942,bridge,bridge 496,21.4267771,92.0804716,0.176
N1,1000943,bridge,bridge 497,21.4264716,92.0767771,0.384
N1,1000944,link,link 447,21.4267216,92.0730827,0.404
N1,1000945,bridge,bridge 498,21.427416,92.0707216,0.261
N1,1000946,link,link 448,21.4276938,92.0643611,0.739
N1,1000947,bridge,bridge 499,21.4270827,92.0632778,0.131
N1,1000948,bridge,bridge 500,21.4273327,92.0608333,0.263
N1,1000949,bridge,bridge 501,21.4278882,92.0576667,0.337
N1,1000950,bridge,bridge 502,21.4280549,92.0554167,0.238
N1,1000951,link,link 449,21.4280827,92.0551389,0.029
N1,1000952,bridge,bridge 503,21.4280549,92.0529444,0.232
N1,1000953,bridge,bridge 504,21.4274993,92.0484441,0.463
N1,1000954,bridge,bridge 505,21.4275271,92.0483886,0.018
N1,1000955,link,link 450,21.4287771,92.0461941,0.272
N1,1000956,bridge,bridge 506,21.4295549,92.044083,0.234
N1,1000957,bridge,bridge 507,21.4298049,92.0392774,0.5
N1,1000958,link,link 451,21.4296938,92.0368608,0.254
N1,1000959,bridge,bridge 508,21.4289716,92.0348608,0.224
N1,1000960,bridge,bridge 509,21.4294438,92.0316104,0.362
N1,1000961,bridge,bridge 510,21.4300827,92.0304716,0.141
N1,1000962,bridge,bridge 511,21.430416,92.0293049,0.133
N1,1000963,link,link 452,21.430166,92.0283604,0.106
N1,1000964,bridge,bridge 512,21.4298882,92.0279716,0.046
N1,1000965,bridge,bridge 513,21.4262493,92.0235827,0.613
N1,1000966,link,link 453,21.4258604,92.023166,0.065
N1,1000967,link,link 454,21.4258049,92.0232493,0.013
N1,1000968,bridge,bridge 514,21.4225549,92.0274438,0.582
N1,1000969,bridge,bridge 515,21.4220827,92.0278604,0.071
N1,1000970,link,link 455,21.4199716,92.0302493,0.326
N1,1000971,bridge,bridge 516,21.4191104,92.032416,0.266
N1,1000972,bridge,bridge 517,21.4165,92.0353052,0.449
N1,1000973,bridge,bridge 518,21.4156389,92.0367219,0.182
N1,1000974,link,link 456,21.4150556,92.037833,0.135
N1,1000975,bridge,bridge 519,21.4135833,92.0393886,0.235
N1,1000976,bridge,bridge 520,21.4120556,92.039583,0.367
N1,1000977,bridge,bridge 521,21.4115,92.0438052,0.172
N1,1000978,bridge,bridge 522,21.4111667,92.0441108,0.048
N1,1000979,bridge,bridge 523,21.4103056,92.0453052,0.163
N1,1000980,link,link 457,21.4101111,92.0458052,0.057
N1,1000981,bridge,bridge 524,21.41025,92.0480552,0.243
N1,1000982,bridge,bridge 525,21.4103333,92.0508333,0.325
N1,1000983,bridge,bridge 526,21.4094167,92.0531944,0.273
N1,1000984,link,link 458,21.4090833,92.05475,0.18
N1,1000985,bridge,bridge 527,21.4079722,92.056,0.21
N1,1000986,bridge,bridge 528,21.4067222,92.0570556,0.169
N1,1000987,bridge,bridge 529,21.4058611,92.0594167,0.293
N1,1000988,link,link 459,21.4040556,92.0619722,0.268
N1,1000989,bridge,bridge 530,21.4039167,92.0628333,0.157
N1,1000990,bridge,bridge 531,21.4008889,92.0658611,0.481
N1,1000991,bridge,bridge 532,21.3986941,92.0665556,0.263
N1,1000992,bridge,bridge 533,21.398583,92.0665833,0.015
N1,1000993,bridge,bridge 534,21.3971663,92.0668882,0.166
N1,1000994,link,link 460,21.3969719,92.066916,0.019
N1,1000995,bridge,bridge 535,21.393333,92.068166,0.435
N1,1000996,bridge,bridge 536,21.3891108,92.0686938,0.484
N1,1000997,bridge,bridge 537,21.3889441,92.0688049,0.018
N1,1000998,link,link 461,21.3885274,92.0692771,0.057
N1,1000999,bridge,bridge 538,21.3873052,92.0697771,0.148
N1,1001000,bridge,bridge 539,21.3858886,92.0704438,0.176
N1,1001001,bridge,bridge 540,21.384583,92.0704993,0.153
N1,1001002,bridge,bridge 541,21.3839441,92.0705827,0.076
N1,1001003,bridge,bridge 542,21.3826938,92.0710271,0.152
N1,1001004,bridge,bridge 543,21.3813049,92.0710827,0.168
N1,1001005,bridge,bridge 544,21.3811104,92.0710827,0.03
N1,1001006,link,link 462,21.3796104,92.0706104,0.179
N1,1001007,bridge,bridge 545,21.378916,92.0703327,0.091
N1,1001008,bridge,bridge 546,21.3775827,92.0703604,0.154
N1,1001009,bridge,bridge 547,21.3773882,92.0706104,0.039
N1,1001010,bridge,bridge 548,21.3762216,92.0718049,0.182
N1,1001011,bridge,bridge 549,21.3752493,92.0727771,0.165
N1,1001012,bridge,bridge 550,21.3747771,92.0734993,0.115
N1,1001013,bridge,bridge 551,21.3745549,92.0739716,0.065
N1,1001014,bridge,bridge 552,21.3742493,92.0755271,0.173
N1,1001015,link,link 463,21.3742493,92.0756938,0.016
N1,1001016,bridge,bridge 553,21.3736938,92.0768327,0.158
N1,1001017,bridge,bridge 554,21.3731938,92.0773327,0.083
N1,1001018,bridge,bridge 555,21.3714993,92.0785549,0.229
N1,1001019,bridge,bridge 556,21.3698327,92.0796104,0.206
N1,1001020,bridge,bridge 557,21.3678882,92.0803327,0.262
N1,1001021,bridge,bridge 558,21.3669438,92.0807771,0.134
N1,1001022,link,link 464,21.3662778,92.0810549,0.084
N1,1001023,bridge,bridge 559,21.3657222,92.0812771,0.064
N1,1001024,bridge,bridge 560,21.3644167,92.081416,0.151
N1,1001025,bridge,bridge 561,21.3615,92.0806382,0.341
N1,1001026,bridge,bridge 562,21.3580833,92.0790271,0.428
N1,1001027,link,link 465,21.35775,92.0790271,0.044
N1,1001028,bridge,bridge 563,21.3571944,92.0791104,0.064
N1,1001029,bridge,bridge 564,21.3563333,92.0790827,0.096
N1,1001030,bridge,bridge 565,21.35525,92.0790827,0.125
N1,1001031,bridge,bridge 566,21.3526667,92.0783327,0.305
N1,1001032,link,link 466,21.3490552,92.0784716,0.417
N1,1001033,bridge,bridge 567,21.3463608,92.0790271,0.312
N1,1001034,bridge,bridge 568,21.3461386,92.0789993,0.026
N1,1001035,bridge,bridge 569,21.3414997,92.0788327,0.535
N1,1001036,link,link 467,21.3404997,92.0784993,0.123
N1,1001037,bridge,bridge 570,21.3381941,92.078916,0.268
N1,1001038,bridge,bridge 571,21.3324716,92.0790827,0.657
N1,1001039,link,link 468,21.3311104,92.0788604,0.164
N1,1001040,bridge,bridge 572,21.3297771,92.0787771,0.158
N1,1001041,bridge,bridge 573,21.3295271,92.0789438,0.032
N1,1001042,link,link 469,21.324666,92.084583,0.829
N1,1001043,bridge,bridge 574,21.3241104,92.085333,0.106
N1,1001044,bridge,bridge 575,21.3238049,92.0857219,0.055
N1,1001045,bridge,bridge 576,21.3207493,92.0893052,0.51
N1,1001046,link,link 470,21.3187493,92.0916108,0.337
N1,1001047,bridge,bridge 577,21.3179438,92.0921663,0.115
N1,1001048,bridge,bridge 578,21.3177771,92.0922497,0.02
N1,1001049,link,link 471,21.317666,92.0930274,0.082
N1,1001050,bridge,bridge 579,21.3125,92.096333,0.713
N1,1001051,bridge,bridge 580,21.3121944,92.0966941,0.052
N1,1001052,link,link 472,21.3120278,92.0969163,0.024
N1,1001053,link,link 473,21.3101667,92.0974997,0.22
N1,1001054,bridge,bridge 581,21.3039722,92.0967497,0.76
N1,1001055,link,link 474,21.3037778,92.0968052,0.023
N1,1001056,bridge,bridge 582,21.2989441,92.0976108,0.555
N1,1001057,bridge,bridge 583,21.2956386,92.0993886,0.426
N1,1001058,bridge,bridge 584,21.2949997,92.0993886,0.074
N1,1001059,link,link 475,21.2949163,92.0994163,0.008
N1,1001060,link,link 476,21.2863608,92.1001667,0.964
N1,1001061,bridge,bridge 585,21.2839441,92.1005278,0.275
N1,1001062,bridge,bridge 586,21.282777512080536,92.10067986442952,0.136
N1,1001063,bridge,bridge 587,21.282666,92.1006944,0.013
N1,1001064,bridge,bridge 588,21.2790827,92.1019722,0.428
N1,1001065,link,link 477,21.277666,92.1026111,0.168
N1,1001066,link,link 478,21.2695827,92.1066111,0.996
N1,1001067,bridge,bridge 589,21.2694716,92.1066667,0.015
N1,1001068,bridge,bridge 590,21.2678604,92.1088333,0.292
N1,1001069,bridge,bridge 591,21.2677493,92.109,0.026
N1,1001070,bridge,bridge 592,21.2646111,92.1134444,0.581
N1,1001071,link,link 479,21.2641111,92.1140833,0.09
N1,1001072,bridge,bridge 593,21.2639722,92.1141944,0.014
N1,1001073,bridge,bridge 594,21.2637222,92.1144722,0.045
N1,1001074,bridge,bridge 595,21.2623611,92.1161667,0.234
N1,1001075,bridge,bridge 596,21.26225,92.1163056,0.018
N1,1001076,link,link 480,21.2580278,92.1214438,0.715
N1,1001077,bridge,bridge 597,21.2565556,92.122916,0.224
N1,1001078,bridge,bridge 598,21.2565,92.1229716,0.013
N1,1001079,bridge,bridge 599,21.2550278,92.1245827,0.239
N1,1001080,bridge,bridge 600,21.2537778,92.1266382,0.25
N1,1001081,link,link 481,21.2521944,92.1286104,0.276
N1,1001082,bridge,bridge 601,21.2521111,92.1287493,0.017
N1,1001083,bridge,bridge 602,21.2504722,92.1307493,0.12
N1,1001084,bridge,bridge 603,21.2504167,92.1307493,0.09
N1,1001085,bridge,bridge 604,21.248083,92.1341108,0.781
N1,1001086,bridge,bridge 605,21.2479997,92.1342219,0.013
N1,1001087,link,link 482,21.2462219,92.1364719,0.041
N1,1001088,link,link 483,21.2447497,92.1389441,0.3
N1,1001089,bridge,bridge 606,21.242333,92.1413608,0.383
N1,1001090,bridge,bridge 607,21.2422219,92.1415552,0.022
N1,1001091,link,link 484,21.2412497,92.1440552,0.302
N1,1001092,link,link 485,21.2357774,92.1511667,0.98
N1,1001093,link,link 486,21.236333,92.1586667,0.998
N1,1001094,link,link 487,21.2283604,92.1617222,1.01
N1,1001095,bridge,bridge 608,21.2261382,92.1611667,0.265
N1,1001096,bridge,bridge 609,21.2243327,92.1614444,0.209
N1,1001097,link,link 488,21.2198049,92.1618611,0.528
N1,1001098,bridge,bridge 610,21.2165556,92.1626944,0.4
N1,1001099,bridge,bridge 611,21.2152778,92.1649722,0.303
N1,1001100,bridge,bridge 612,21.2142778,92.166666,0.196
N1,1001101,link,link 489,21.21375,92.1674438,0.106
N1,1001102,bridge,bridge 613,21.2127222,92.1678882,0.128
N1,1001103,bridge,bridge 614,21.2105833,92.1681382,0.244
N1,1001104,bridge,bridge 615,21.2096944,92.168416,0.1
N1,1001105,link,link 490,21.2056389,92.1703327,0.536
N1,1001106,bridge,bridge 616,21.2011389,92.170416,0.527
N1,1001107,bridge,bridge 617,21.1989997,92.1703604,0.248
N1,1001108,link,link 491,21.1977219,92.1705549,0.125
N1,1001109,link,link 492,21.1969441,92.1707493,0.113
N1,1001110,bridge,bridge 618,21.1965552,92.1708604,0.047
N1,1001111,bridge,bridge 619,21.1925552,92.1697216,0.484
N1,1001112,bridge,bridge 620,21.1923052,92.1695271,0.042
N1,1001113,bridge,bridge 621,21.1906108,92.167916,0.261
N1,1001114,link,link 493,21.1897497,92.166666,0.173
